customer_name,sentiment,csat_score,call_timestamp,reason,city,state,channel,response_time,call duration in minutes,call_center
Maurine Seal,Very Negative,,10/25/2020,Billing Question,Lawrenceville,Georgia,Web,Within SLA,44,Los Angeles/CA
Loretta Bartlomieczak,Negative,6,10/16/2020,Service Outage,El Paso,Texas,Chatbot,Within SLA,18,Los Angeles/CA
Laurella Poulden,Very Positive,9,10/30/2020,Service Outage,Baltimore,Maryland,Email,Within SLA,9,Chicago/IL
Lewiss Gladwell,Neutral,,10-06-2020,Billing Question,Billings,Montana,Call-Center,Below SLA,21,Baltimore/MD
Giulietta Keyho,Neutral,7,10-05-2020,Payments,Washington,District of Columbia,Call-Center,Within SLA,15,Chicago/IL
Kalle Glendzer,Very Positive,,10-04-2020,Billing Question,North Las Vegas,Nevada,Email,Within SLA,19,Baltimore/MD
Dew Carswell,Positive,,10/14/2020,Billing Question,Dayton,Ohio,Web,Within SLA,45,Baltimore/MD
Tremain Franzewitch,Very Negative,,10-01-2020,Billing Question,Louisville,Kentucky,Call-Center,Within SLA,21,Baltimore/MD
Selig Saunton,Very Negative,,10-11-2020,Billing Question,Louisville,Kentucky,Email,Within SLA,30,Baltimore/MD
Myranda Vasilyev,Neutral,,10/14/2020,Billing Question,North Port,Florida,Chatbot,Above SLA,29,Los Angeles/CA
Gage Goldup,Neutral,,10-09-2020,Billing Question,Oakland,California,Email,Below SLA,13,Baltimore/MD
Perrine Detloff,Negative,,10-08-2020,Billing Question,Escondido,California,Chatbot,Above SLA,15,Baltimore/MD
Delphinia Jarred,Very Positive,,10-06-2020,Billing Question,Los Angeles,California,Web,Within SLA,43,Baltimore/MD
Sheena Bewsey,Positive,,10/20/2020,Payments,Glendale,Arizona,Call-Center,Above SLA,36,Denver/CO
Kendall Barwood,Negative,4,10/15/2020,Billing Question,Mobile,Alabama,Email,Below SLA,39,Baltimore/MD
Lissi Wogden,Neutral,,10/20/2020,Billing Question,Morgantown,West Virginia,Call-Center,Within SLA,30,Los Angeles/CA
Arabele Tressler,Very Negative,,10-09-2020,Billing Question,Grand Rapids,Michigan,Web,Within SLA,18,Los Angeles/CA
Bond Wasteney,Negative,,10-02-2020,Billing Question,Charlotte,North Carolina,Chatbot,Below SLA,28,Chicago/IL
Shep Geater,Negative,,10/25/2020,Service Outage,Pensacola,Florida,Email,Within SLA,43,Los Angeles/CA
Ebba Giffard,Very Positive,10,10-05-2020,Payments,Cleveland,Ohio,Call-Center,Within SLA,28,Chicago/IL
Giulio Danilyak,Negative,6,10/24/2020,Service Outage,Charleston,West Virginia,Chatbot,Below SLA,7,Chicago/IL
Noll Gundrey,Neutral,8,10/27/2020,Billing Question,Tampa,Florida,Email,Within SLA,22,Chicago/IL
Maude Carine,Very Positive,,10-10-2020,Billing Question,Stockton,California,Chatbot,Above SLA,33,Baltimore/MD
Birdie Manterfield,Positive,,10-10-2020,Service Outage,Fort Lauderdale,Florida,Chatbot,Within SLA,14,Chicago/IL
Dud Bollen,Neutral,,10-05-2020,Billing Question,Bonita Springs,Florida,Email,Below SLA,23,Chicago/IL
Rurik Timothy,Very Negative,,10-05-2020,Service Outage,Fredericksburg,Virginia,Email,Above SLA,16,Los Angeles/CA
Keane Nudd,Positive,8,10/29/2020,Service Outage,Camden,New Jersey,Chatbot,Within SLA,44,Baltimore/MD
Lucina Persitt,Negative,,10/13/2020,Billing Question,Kansas City,Missouri,Web,Above SLA,7,Denver/CO
Morrie Prinn,Very Positive,,10/24/2020,Billing Question,Dallas,Texas,Chatbot,Above SLA,8,Chicago/IL
Eileen Dowdle,Very Negative,,10-10-2020,Billing Question,San Francisco,California,Call-Center,Within SLA,18,Los Angeles/CA
Waylon Cowgill,Negative,,10-01-2020,Service Outage,Pittsburgh,Pennsylvania,Chatbot,Within SLA,37,Los Angeles/CA
Danna Featherstonhalgh,Very Positive,10,10-11-2020,Service Outage,Miami,Florida,Chatbot,Within SLA,29,Baltimore/MD
Bartlet Paulitschke,Neutral,,10-08-2020,Service Outage,Memphis,Tennessee,Email,Within SLA,8,Denver/CO
Antonio Robeiro,Neutral,7,10/15/2020,Payments,Milwaukee,Wisconsin,Call-Center,Within SLA,38,Los Angeles/CA
Beret Hellmore,Negative,,10/20/2020,Service Outage,Anchorage,Alaska,Email,Within SLA,5,Baltimore/MD
Lonny Kahn,Negative,5,10/23/2020,Service Outage,Boise,Idaho,Email,Within SLA,23,Los Angeles/CA
Codi McCaughey,Negative,4,10/13/2020,Billing Question,Houston,Texas,Chatbot,Below SLA,27,Baltimore/MD
Giles Tippings,Neutral,,10/14/2020,Billing Question,Washington,District of Columbia,Email,Within SLA,32,Los Angeles/CA
Sophey Cuell,Positive,,10-06-2020,Billing Question,York,Pennsylvania,Web,Within SLA,19,Baltimore/MD
Gibby Simm,Positive,,10-01-2020,Payments,Hartford,Connecticut,Call-Center,Within SLA,16,Los Angeles/CA
Carena Hehir,Negative,4,10/17/2020,Service Outage,Cincinnati,Ohio,Email,Within SLA,10,Los Angeles/CA
Oberon Bartleman,Negative,4,10/16/2020,Billing Question,Tallahassee,Florida,Email,Within SLA,13,Baltimore/MD
Ginger Wellman,Positive,8,10/30/2020,Service Outage,Las Vegas,Nevada,Chatbot,Below SLA,5,Denver/CO
Lesli Mahedy,Positive,,10-10-2020,Billing Question,El Paso,Texas,Chatbot,Within SLA,21,Baltimore/MD
Wittie Ondrus,Very Negative,,10/28/2020,Billing Question,Fort Pierce,Florida,Call-Center,Within SLA,13,Los Angeles/CA
Nanette Munford,Negative,,10/14/2020,Billing Question,Spokane,Washington,Email,Above SLA,29,Chicago/IL
Curcio Heading,Very Negative,,10/25/2020,Billing Question,Biloxi,Mississippi,Email,Above SLA,45,Baltimore/MD
Bryon Merrgen,Very Negative,3,10/25/2020,Payments,Green Bay,Wisconsin,Call-Center,Within SLA,37,Chicago/IL
Lucie Genike,Very Negative,,10-04-2020,Billing Question,El Paso,Texas,Chatbot,Below SLA,31,Chicago/IL
Mora Pavlitschek,Negative,4,10-04-2020,Billing Question,Phoenix,Arizona,Chatbot,Below SLA,29,Baltimore/MD
Jonell Gershom,Negative,,10/18/2020,Service Outage,San Diego,California,Chatbot,Within SLA,43,Los Angeles/CA
Elie Lyffe,Very Negative,,10-10-2020,Billing Question,Rockford,Illinois,Web,Within SLA,33,Baltimore/MD
Tiffie Mapletoft,Neutral,7,10/23/2020,Payments,Bronx,New York,Call-Center,Within SLA,6,Baltimore/MD
Stavro Plunket,Very Negative,,10-12-2020,Billing Question,Lexington,Kentucky,Chatbot,Within SLA,27,Los Angeles/CA
Nahum Matyasik,Neutral,,10/20/2020,Billing Question,Denton,Texas,Call-Center,Within SLA,45,Baltimore/MD
Madelyn Janku,Negative,3,10-01-2020,Billing Question,Pensacola,Florida,Email,Within SLA,26,Baltimore/MD
Wileen Bartholomaus,Very Negative,,10/27/2020,Billing Question,Hicksville,New York,Email,Within SLA,8,Baltimore/MD
Megen Heggison,Very Negative,2,10-10-2020,Billing Question,El Paso,Texas,Call-Center,Within SLA,27,Baltimore/MD
Klemens Chittock,Neutral,,10/29/2020,Billing Question,Silver Spring,Maryland,Email,Within SLA,13,Baltimore/MD
Ludovika Mackerel,Neutral,6,10/22/2020,Billing Question,Stockton,California,Call-Center,Within SLA,35,Los Angeles/CA
Ajay Boggish,Very Positive,,10-03-2020,Billing Question,New Haven,Connecticut,Chatbot,Within SLA,35,Los Angeles/CA
Zora Prue,Neutral,,10/17/2020,Billing Question,Topeka,Kansas,Call-Center,Within SLA,21,Los Angeles/CA
Harlen Blamires,Negative,,10-09-2020,Billing Question,Sacramento,California,Chatbot,Within SLA,44,Los Angeles/CA
Johan Robbings,Neutral,5,10/21/2020,Billing Question,New York City,New York,Web,Within SLA,7,Chicago/IL
Geordie Huc,Very Negative,1,10/14/2020,Service Outage,Saint Paul,Minnesota,Email,Below SLA,41,Los Angeles/CA
Frasco Bedo,Negative,,10-10-2020,Billing Question,Colorado Springs,Colorado,Call-Center,Within SLA,7,Baltimore/MD
Mae Spacey,Positive,8,10-02-2020,Billing Question,Clearwater,Florida,Chatbot,Below SLA,16,Los Angeles/CA
Jordan Rape,Negative,,10/17/2020,Billing Question,Orlando,Florida,Chatbot,Within SLA,30,Los Angeles/CA
Noach Broggelli,Very Positive,,10/18/2020,Billing Question,Richmond,Virginia,Email,Below SLA,35,Chicago/IL
Abram Oda,Neutral,,10/23/2020,Billing Question,San Bernardino,California,Call-Center,Within SLA,20,Chicago/IL
Viv Pre,Very Negative,3,10/20/2020,Billing Question,Pensacola,Florida,Web,Within SLA,20,Chicago/IL
Ximenes Giacobilio,Neutral,,10/27/2020,Billing Question,Sarasota,Florida,Email,Within SLA,44,Chicago/IL
Cody Goldstraw,Negative,,10-11-2020,Billing Question,Baltimore,Maryland,Email,Within SLA,19,Baltimore/MD
Danella Lorrain,Neutral,,10-08-2020,Billing Question,Topeka,Kansas,Chatbot,Above SLA,19,Baltimore/MD
Nap Hughes,Positive,,10-04-2020,Service Outage,Albuquerque,New Mexico,Chatbot,Within SLA,5,Baltimore/MD
Scot Burd,Negative,3,10/29/2020,Payments,Chicago,Illinois,Call-Center,Below SLA,36,Chicago/IL
Donall Heenan,Negative,,10/27/2020,Billing Question,Fort Wayne,Indiana,Web,Within SLA,12,Los Angeles/CA
Vergil Tayler,Very Negative,,10/19/2020,Billing Question,Falls Church,Virginia,Chatbot,Above SLA,9,Los Angeles/CA
Aurelie Boggon,Very Negative,3,10-05-2020,Service Outage,Richmond,Virginia,Chatbot,Below SLA,45,Baltimore/MD
Osbourn Rosenshine,Negative,,10/14/2020,Billing Question,Houston,Texas,Web,Within SLA,7,Baltimore/MD
Stepha Foulds,Very Positive,,10/25/2020,Billing Question,Washington,District of Columbia,Email,Within SLA,37,Chicago/IL
Ave Phillip,Negative,,10/28/2020,Payments,New York City,New York,Call-Center,Within SLA,29,Los Angeles/CA
Nigel Moncreiff,Negative,4,10-10-2020,Billing Question,El Paso,Texas,Chatbot,Within SLA,35,Baltimore/MD
Domeniga Errett,Neutral,,10/18/2020,Payments,San Diego,California,Call-Center,Within SLA,39,Los Angeles/CA
Welsh Aguirre,Neutral,6,10-10-2020,Service Outage,Midland,Michigan,Email,Below SLA,37,Los Angeles/CA
Isidora Bloggett,Negative,5,10/22/2020,Service Outage,Kansas City,Missouri,Web,Within SLA,21,Baltimore/MD
Carrie Stothard,Very Positive,10,10/26/2020,Billing Question,San Diego,California,Chatbot,Within SLA,37,Baltimore/MD
Lucien Yashunin,Neutral,5,10-11-2020,Billing Question,Amarillo,Texas,Chatbot,Within SLA,13,Los Angeles/CA
Ogdon How to preserve,Neutral,8,10-01-2020,Service Outage,Florence,South Carolina,Email,Below SLA,13,Baltimore/MD
Dollie Gatlin,Neutral,,10-10-2020,Payments,Las Vegas,Nevada,Call-Center,Below SLA,14,Chicago/IL
Kinna Lozano,Very Positive,,10/17/2020,Billing Question,Albany,Georgia,Chatbot,Within SLA,15,Los Angeles/CA
Leighton Jakeman,Neutral,8,10/15/2020,Billing Question,Houston,Texas,Call-Center,Within SLA,5,Denver/CO
Malanie Gemson,Negative,6,10/17/2020,Billing Question,Rochester,Minnesota,Chatbot,Below SLA,15,Denver/CO
Tobit Newcombe,Very Negative,,10/16/2020,Billing Question,San Jose,California,Chatbot,Below SLA,14,Baltimore/MD
Marthe Gregolotti,Neutral,7,10/16/2020,Billing Question,West Palm Beach,Florida,Web,Within SLA,5,Baltimore/MD
Daryl Lighten,Negative,,10/26/2020,Payments,Montgomery,Alabama,Call-Center,Below SLA,35,Chicago/IL
Joy Abele,Positive,,10/19/2020,Payments,Los Angeles,California,Call-Center,Above SLA,9,Los Angeles/CA
Evered Catherine,Negative,5,10/14/2020,Billing Question,Arlington,Virginia,Call-Center,Above SLA,26,Chicago/IL
Oliver Cesaric,Negative,,10/19/2020,Payments,Round Rock,Texas,Call-Center,Above SLA,22,Chicago/IL
Suzy Wollard,Very Negative,,10/20/2020,Billing Question,Conroe,Texas,Chatbot,Below SLA,13,Los Angeles/CA
Janos Camier,Neutral,,10-12-2020,Billing Question,Macon,Georgia,Email,Below SLA,17,Baltimore/MD
Elga Romushkin,Very Negative,,10-01-2020,Service Outage,Topeka,Kansas,Chatbot,Within SLA,39,Baltimore/MD
Min Rutland,Neutral,,10/18/2020,Billing Question,Lakeland,Florida,Web,Within SLA,8,Chicago/IL
Emery Maudlen,Very Positive,10,10/26/2020,Billing Question,Grand Rapids,Michigan,Call-Center,Below SLA,12,Baltimore/MD
Theadora Parriss,Very Positive,,10/25/2020,Billing Question,Philadelphia,Pennsylvania,Web,Within SLA,21,Chicago/IL
Sidonnie Emm,Very Positive,10,10/22/2020,Billing Question,Waco,Texas,Web,Above SLA,22,Los Angeles/CA
Berny Perell,Neutral,,10-01-2020,Service Outage,Springfield,Missouri,Email,Below SLA,6,Los Angeles/CA
Johannes Rubinsohn,Negative,,10/17/2020,Billing Question,Wilmington,North Carolina,Web,Above SLA,12,Denver/CO
Stillman Sherbrooke,Very Negative,1,10-07-2020,Billing Question,Lexington,Kentucky,Email,Below SLA,19,Los Angeles/CA
Aurelie Major,Negative,3,10-05-2020,Billing Question,Fort Myers,Florida,Web,Within SLA,37,Los Angeles/CA
Andros De Maria,Negative,,10-10-2020,Billing Question,San Diego,California,Chatbot,Above SLA,32,Los Angeles/CA
Johan Sorey,Very Negative,4,10/22/2020,Billing Question,Philadelphia,Pennsylvania,Web,Below SLA,39,Los Angeles/CA
Luciano Kearsley,Negative,,10/21/2020,Billing Question,Wilmington,Delaware,Web,Within SLA,35,Baltimore/MD
Hedda Bourgaize,Positive,,10/23/2020,Billing Question,Milwaukee,Wisconsin,Web,Within SLA,12,Denver/CO
Lin Clewlow,Negative,,10/29/2020,Billing Question,West Palm Beach,Florida,Call-Center,Within SLA,21,Denver/CO
Florry Hatrey,Neutral,,10/22/2020,Billing Question,Tallahassee,Florida,Chatbot,Within SLA,30,Los Angeles/CA
Tania Cranmor,Positive,7,10-08-2020,Payments,Cleveland,Ohio,Call-Center,Within SLA,9,Los Angeles/CA
Nichol Keller,Neutral,,10-01-2020,Service Outage,Tucson,Arizona,Web,Within SLA,12,Baltimore/MD
Odette Thirkettle,Negative,6,10/26/2020,Payments,Rochester,New York,Call-Center,Within SLA,19,Los Angeles/CA
Hildy Drohun,Very Positive,,10-11-2020,Service Outage,Savannah,Georgia,Web,Below SLA,44,Baltimore/MD
Melisa Gloucester,Very Positive,,10-03-2020,Billing Question,Sacramento,California,Call-Center,Within SLA,33,Los Angeles/CA
Gareth Athow,Negative,3,10-09-2020,Billing Question,Omaha,Nebraska,Web,Within SLA,21,Los Angeles/CA
Chryste O'Scannill,Very Negative,2,10-07-2020,Billing Question,Fort Lauderdale,Florida,Call-Center,Within SLA,10,Baltimore/MD
Minor Gathwaite,Negative,5,10-03-2020,Billing Question,Alpharetta,Georgia,Email,Within SLA,14,Los Angeles/CA
Codi Whieldon,Neutral,7,10/16/2020,Billing Question,Atlanta,Georgia,Email,Below SLA,45,Baltimore/MD
Chico Claybourn,Neutral,,10/16/2020,Billing Question,New York City,New York,Chatbot,Within SLA,14,Chicago/IL
Chad Elijah,Very Positive,,10/28/2020,Billing Question,Fort Wayne,Indiana,Email,Within SLA,10,Los Angeles/CA
Payton Vakhonin,Negative,5,10/23/2020,Billing Question,Wichita,Kansas,Call-Center,Within SLA,10,Baltimore/MD
Ailis Mutton,Positive,,10-04-2020,Billing Question,Chicago,Illinois,Call-Center,Within SLA,36,Los Angeles/CA
Rebeka Merrington,Positive,8,10/29/2020,Payments,Duluth,Minnesota,Call-Center,Within SLA,14,Baltimore/MD
Garv Lassetter,Negative,,10-03-2020,Billing Question,Hollywood,Florida,Web,Within SLA,32,Los Angeles/CA
Dinah Keighly,Negative,,10/14/2020,Billing Question,Houston,Texas,Email,Within SLA,10,Los Angeles/CA
Vincenz Telling,Negative,,10-03-2020,Billing Question,Fort Pierce,Florida,Email,Within SLA,10,Los Angeles/CA
Joelynn Cardenas,Neutral,,10/23/2020,Billing Question,Chicago,Illinois,Web,Above SLA,26,Los Angeles/CA
John Steynor,Negative,,10/24/2020,Billing Question,Atlanta,Georgia,Chatbot,Within SLA,28,Baltimore/MD
Lexy Cradey,Negative,5,10-10-2020,Billing Question,Pasadena,California,Web,Within SLA,38,Chicago/IL
Marena MacAllaster,Neutral,,10/30/2020,Billing Question,New York City,New York,Call-Center,Below SLA,24,Baltimore/MD
Heather Cossem,Very Positive,10,10-02-2020,Billing Question,Washington,District of Columbia,Web,Within SLA,40,Los Angeles/CA
Ephraim Sprouls,Very Negative,4,10/26/2020,Payments,Macon,Georgia,Call-Center,Within SLA,13,Los Angeles/CA
Juditha Cawthorn,Very Negative,,10/21/2020,Billing Question,Chandler,Arizona,Call-Center,Within SLA,23,Baltimore/MD
Napoleon Farrens,Negative,,10/18/2020,Billing Question,Lincoln,Nebraska,Call-Center,Below SLA,24,Baltimore/MD
Cate Bonson,Very Positive,9,10/27/2020,Billing Question,Baltimore,Maryland,Email,Within SLA,11,Chicago/IL
Benedetta Males,Neutral,6,10/13/2020,Billing Question,Louisville,Kentucky,Web,Below SLA,30,Los Angeles/CA
Lindsey Vardon,Neutral,,10-11-2020,Billing Question,Albany,New York,Email,Within SLA,35,Los Angeles/CA
Elliott Hunstone,Very Negative,3,10-01-2020,Service Outage,Worcester,Massachusetts,Email,Above SLA,20,Los Angeles/CA
Zebulen Skentelbury,Negative,,10/19/2020,Service Outage,Cleveland,Ohio,Chatbot,Within SLA,17,Los Angeles/CA
Mehetabel McCue,Negative,5,10/29/2020,Billing Question,Boulder,Colorado,Email,Below SLA,35,Denver/CO
Cahra Brixham,Very Negative,,10/15/2020,Payments,Pensacola,Florida,Call-Center,Within SLA,29,Chicago/IL
Tristan Snell,Negative,,10/14/2020,Billing Question,Akron,Ohio,Email,Above SLA,13,Los Angeles/CA
Konstance Carvil,Very Positive,9,10/18/2020,Payments,Migrate,Kentucky,Call-Center,Above SLA,40,Denver/CO
Nikolia Signore,Very Negative,4,10/29/2020,Billing Question,Mobile,Alabama,Chatbot,Below SLA,37,Chicago/IL
Halli Peace,Neutral,6,10/24/2020,Billing Question,New Orleans,Louisiana,Chatbot,Within SLA,29,Los Angeles/CA
Dewitt Amyes,Negative,4,10/15/2020,Service Outage,Ogden,Utah,Chatbot,Within SLA,28,Los Angeles/CA
Robena Tukesby,Negative,,10/29/2020,Service Outage,Reno,Nevada,Web,Above SLA,13,Baltimore/MD
Helen-elizabeth Larmor,Negative,,10-06-2020,Service Outage,Austin,Texas,Chatbot,Within SLA,40,Los Angeles/CA
Gisela Jankowski,Very Negative,,10/18/2020,Billing Question,Frankfort,Kentucky,Email,Within SLA,11,Denver/CO
Osbourn Kleeborn,Very Negative,4,10-01-2020,Billing Question,Bowie,Maryland,Web,Within SLA,43,Baltimore/MD
Calvin Rubbens,Very Negative,3,10/29/2020,Billing Question,Albany,New York,Web,Above SLA,5,Baltimore/MD
Pearle Matus,Very Negative,1,10-10-2020,Service Outage,Richmond,Virginia,Email,Within SLA,9,Los Angeles/CA
Jay Willingham,Very Negative,3,10-11-2020,Billing Question,Denver,Colorado,Chatbot,Within SLA,10,Los Angeles/CA
Florrie McKenzie,Very Negative,2,10/25/2020,Billing Question,Shawnee Mission,Kansas,Call-Center,Within SLA,34,Baltimore/MD
Arel Klain,Negative,,10/30/2020,Billing Question,Mobile,Alabama,Call-Center,Within SLA,8,Baltimore/MD
Kenyon Camies,Negative,,10/13/2020,Billing Question,Newport News,Virginia,Web,Above SLA,16,Los Angeles/CA
Roger Harrap,Negative,5,10/20/2020,Billing Question,Las Vegas,Nevada,Web,Within SLA,36,Denver/CO
Erny Treagust,Very Negative,,10/19/2020,Payments,Tyler,Texas,Call-Center,Within SLA,33,Baltimore/MD
Teddie Glenister,Very Positive,9,10/22/2020,Billing Question,Brooklyn,New York,Web,Above SLA,12,Baltimore/MD
Maxy Paton,Positive,7,10/26/2020,Billing Question,Pittsburgh,Pennsylvania,Web,Within SLA,7,Baltimore/MD
Taber Niesegen,Negative,,10-05-2020,Service Outage,Pasadena,California,Chatbot,Within SLA,34,Chicago/IL
Cosetta Ickovitz,Positive,,10/20/2020,Service Outage,Los Angeles,California,Chatbot,Below SLA,31,Los Angeles/CA
Mable Olivella,Negative,,10-05-2020,Billing Question,Springfield,Illinois,Chatbot,Below SLA,14,Los Angeles/CA
Linnet Schubert,Negative,,10-11-2020,Payments,Cincinnati,Ohio,Call-Center,Within SLA,14,Denver/CO
Joshuah Jocic,Neutral,,10-06-2020,Service Outage,Lake Charles,Louisiana,Email,Above SLA,31,Baltimore/MD
Shannen Halsho,Negative,4,10/26/2020,Billing Question,Chicago,Illinois,Web,Above SLA,33,Los Angeles/CA
Pamela Blackwood,Very Negative,,10/20/2020,Billing Question,Orlando,Florida,Email,Within SLA,14,Baltimore/MD
Vyky Fehely,Positive,9,10/21/2020,Payments,London,Kentucky,Call-Center,Above SLA,37,Baltimore/MD
Debbie Matissoff,Negative,,10/13/2020,Billing Question,Spokane,Washington,Call-Center,Within SLA,33,Denver/CO
Jourdain Griffitts,Negative,6,10-06-2020,Billing Question,Chicago,Illinois,Web,Above SLA,5,Chicago/IL
Cherish Slorance,Neutral,,10/29/2020,Billing Question,Miami Beach,Florida,Chatbot,Below SLA,28,Denver/CO
Ingra Fairholm,Negative,4,10/18/2020,Billing Question,South Bend,Indiana,Chatbot,Within SLA,42,Baltimore/MD
Angelica Choldcroft,Very Negative,,10-01-2020,Billing Question,Los Angeles,California,Call-Center,Within SLA,11,Baltimore/MD
Corey Bugler,Negative,5,10-10-2020,Billing Question,Greensboro,North Carolina,Chatbot,Within SLA,17,Denver/CO
Artemus Rubinshtein,Neutral,6,10/17/2020,Service Outage,Washington,District of Columbia,Email,Within SLA,9,Chicago/IL
Mala Poulett,Negative,6,10-12-2020,Payments,Burbank,California,Call-Center,Above SLA,44,Los Angeles/CA
Goddart Norker,Negative,,10/30/2020,Billing Question,Mobile,Alabama,Email,Below SLA,30,Los Angeles/CA
Winfred Gluyus,Very Positive,9,10/14/2020,Billing Question,Tulsa,Oklahoma,Call-Center,Below SLA,35,Los Angeles/CA
Bobbi Druett,Negative,,10/20/2020,Billing Question,Gainesville,Florida,Email,Within SLA,6,Los Angeles/CA
